cuedc2_mid,cuedc2_rif,cuedc2_dig,cuedc2_par,cuedc2_erg
43.822564234639145,43.29325420779361,41.948874144860845,42.72161957598871,43.346678034106056
44.08655614998619,43.37189286653616,42.199424205285226,42.36006091126805,43.53201780127718
44.37584138034561,43.461142647255286,41.88801258358168,42.38797975711522,43.5820607588771
44.63486949889998,43.84725064019679,41.85369100429579,42.1553999812119,43.66881143786926
44.559399697377344,44.05868667213163,41.823925601651375,42.113566469777005,43.271539489954456
44.83667362256333,44.33604647899926,41.52128834071219,42.32846895826124,43.50691788261506
44.995570878402354,44.29951116027378,41.09395686311693,42.29069095894724,43.27131662697372
44.83825807548079,44.51968449264315,40.90921503176425,42.39529169253626,43.53487208335996
44.48831320656783,44.46883490845039,40.57721790235415,42.37949326098003,43.27406327996288
44.498972125501446,44.406739510080556,40.449652240368096,42.33133422543267,43.29196065722037
44.45670190281697,44.556593252849915,40.4671931257081,42.655600362669006,43.222189764220275
44.58013644142242,44.58627610345349,40.59793800806761,43.0209174300307,42.905378997821735
44.75974333052554,44.62479854251268,40.57902626383378,42.8658904541898,42.555705185561585
45.04129030759492,44.37196186566273,40.74641552035376,42.44931529952714,42.44154627852233
45.17007598162396,44.1473891777633,40.34377598383332,42.55451516838636,42.87012530485237
45.002312082609166,43.76073048000222,40.14215846819174,42.938155080805124,42.700142050976446
45.16690704108515,43.89628212418046,40.54153413179078,43.034859445981816,42.63393898548273
45.09507594464183,43.66852166315603,40.98634485978747,43.533034968658804,42.94815485894177
45.63793914659277,43.90873702990036,41.05791555450974,43.49363568080403,42.81314566315288
45.72170567192999,44.348309952724506,41.09544020210293,43.216680346184994,42.5449286156604
45.73616752958655,44.62768756215498,41.04916325528844,42.867168402751616,42.21460843828583
45.50647729702066,44.51800794755506,40.6278899824604,42.69176795174837,42.51933900708776
45.140209715690304,44.6312491061177,40.92535549871058,42.167281569797176,42.70397370928162
44.861289906813234,44.30850748691602,40.86993784486206,41.89467650795875,42.7391179281022
44.59376866744727,43.968228906300425,41.181598576330096,42.01739564821993,42.66932252513659
44.644502267424286,43.75420882668738,41.12768977629396,41.79323848754678,42.42942263627647
44.59525649638823,43.865506148852866,40.998221156916,41.663106980408486,42.75193236555385
44.65150768045087,44.10950013607185,40.65934724574897,41.62040651456301,42.96159633056332
44.735327611626005,44.296933654645294,40.472367565174864,41.470556770714154,43.03858503304106
44.85290824049576,44.20835007051176,40.19376806155053,41.17541946892033,43.18908764707452
44.37645658427532,43.92276301455085,39.89751772460328,41.07102177817418,43.269806213279885
44.03353975407306,43.61007210060286,39.68091036562348,40.736282784425825,43.09477130897471
43.87539750036569,43.72155113549179,39.625999999839884,40.37559357589451,42.71827129243471
43.517216870960674,43.80715912227034,39.62951118449221,39.89679345433093,42.75809654113044
43.3445352758729,43.9842911522042,39.814907720449824,39.65560310904824,42.93581710146421
43.54017251086994,44.129680152051144,39.85127752053331,39.85597192270602,42.95893463570015
43.48573729094433,44.39789488787848,39.787990462676895,39.60774895279007,42.92831955939581
43.777391721385584,44.597978761265786,39.591229569745266,39.775384562174665,42.6980790926365
44.19769998948792,44.27350931442548,39.024302876716874,39.85401906397257,42.64860030307423
44.549735198048566,44.543785463287755,39.10129131260618,39.938970612825635,42.5875152649867
44.45740070067325,44.70167183337695,39.01948427838166,40.00330375806767,42.33914961525968
44.67339608099723,44.31656533615889,39.20133073072405,39.86585325469241,42.11984663172992
45.30985906695695,44.24786966043043,39.1720639252881,39.73579776280148,42.12271879306195
45.189935909734615,44.74864078425039,39.06455148263421,39.567396195423576,42.73478229631891
45.36537774845079,44.456848193870094,38.945786493925745,39.601024606616946,43.01452268168157
45.397197589345666,44.44363288184807,39.21370316447566,39.650867097213094,43.46766539496514
45.17425703972167,44.33046813376868,39.2488501860433,39.80228239498292,43.62697804490098
45.06473625668829,44.07496323082222,38.99323730131503,39.77394495468364,43.862072829284486
45.01860952592181,43.52326557350413,39.031214984134,39.65039638405985,43.784436443577555
44.904193570141466,43.631983476063255,39.10967651366231,39.31469346957164,43.5396278767338
45.07391828733292,43.62458881185921,39.21057966289017,39.002024514935144,43.23063042831672
45.0062319806571,43.513357163225145,38.91822275003761,39.0110621363938,42.85241563630483
44.70726702135372,43.18691585972165,39.10845709959557,39.52200524789114,42.90284291668529
44.43103323192514,43.054902514323835,38.91226301793321,40.03026313330151,42.76629166415891
44.04096561342434,43.02324966183947,39.05046862213386,40.10805005621024,42.24920862672568
43.97844758027331,42.888931162924855,39.428683209343326,40.08581088399982,42.12630550734983
43.71302550428105,43.20616188477171,39.37063319830322,39.91283984378264,41.83740537948555
43.9505292643335,43.31560180881566,39.23333710909341,39.74145268477931,42.012679602964084
43.997634571133446,43.30472338663757,39.379890622740724,39.99396697972648,42.54750967862119
43.94105933955509,43.064263730847,39.80044464146072,39.91791844712439,42.64688844509913
